scenario,candidate_id,price_scheme_detail,subsidy_policy,lambda,baseline_converged_lambda_1_no_damping,converged,iterations,max_abs_delta,average_service_access_performance,minimum_service_access_performance,annual_net_profit,profit_rate,profit_compliant,aggregate_profit_rate_compliant,station_profit_compliant,feasible_station_count,joint_feasible_solution_exists
S0_baseline,S0_baseline_P060_SB2.0,C:alpha=1.3;E:alpha=1.3;G:alpha=1.0;I:alpha=1.0;J:alpha=1.0,targeted_subsidy_2.0,0.5,1,1,3,0.959,0.518244,0.0,-1060676.28,-0.036307,0,0,0,3,0
S0_baseline,S0_baseline_P060_SB2.0,C:alpha=1.3;E:alpha=1.3;G:alpha=1.0;I:alpha=1.0;J:alpha=1.0,targeted_subsidy_2.0,0.7,1,1,3,0.959,0.518244,0.0,-1060676.28,-0.036307,0,0,0,3,0
S0_baseline,S0_baseline_P060_SB2.0,C:alpha=1.3;E:alpha=1.3;G:alpha=1.0;I:alpha=1.0;J:alpha=1.0,targeted_subsidy_2.0,1.0,1,1,3,0.959,0.518244,0.0,-1060676.28,-0.036307,0,0,0,3,0
S4_budget_140,S4_budget_140_P001_SB0.0,A:alpha=1.0;C:alpha=1.0;G:alpha=1.0;J:alpha=1.0,targeted_subsidy_0.0,0.2,0,0,30,0.17609219,0.870137,0.783041,587998.02,0.012961,0,1,0,2,0
S4_budget_140,S4_budget_140_P001_SB0.0,A:alpha=1.0;C:alpha=1.0;G:alpha=1.0;J:alpha=1.0,targeted_subsidy_0.0,0.3,0,0,30,0.17693223,0.850031,0.802068,-655016.53,-0.014438,0,0,0,2,0
S4_budget_140,S4_budget_140_P001_SB0.0,A:alpha=1.0;C:alpha=1.0;G:alpha=1.0;J:alpha=1.0,targeted_subsidy_0.0,0.5,0,0,30,0.17686761,0.870137,0.783041,587998.02,0.012961,0,1,0,2,0
S4_budget_140,S4_budget_140_P001_SB0.0,A:alpha=1.0;C:alpha=1.0;G:alpha=1.0;J:alpha=1.0,targeted_subsidy_0.0,0.7,0,0,30,0.17686761,0.870137,0.783041,587998.02,0.012961,0,1,0,2,0
S4_budget_140,S4_budget_140_P001_SB0.0,A:alpha=1.0;C:alpha=1.0;G:alpha=1.0;J:alpha=1.0,targeted_subsidy_0.0,1.0,0,0,30,0.17609219,0.870137,0.783041,587998.02,0.012961,0,1,0,2,0
S4_budget_140,S4_budget_140_P002_SB0.0,A:alpha=1.1;C:alpha=1.0;G:alpha=1.0;J:alpha=1.0,targeted_subsidy_0.0,0.2,0,0,30,0.13288343,0.834856,0.783391,-1772333.87,-0.039067,0,0,0,1,0
S4_budget_140,S4_budget_140_P002_SB0.0,A:alpha=1.1;C:alpha=1.0;G:alpha=1.0;J:alpha=1.0,targeted_subsidy_0.0,0.3,0,0,30,0.13288343,0.834856,0.783391,-1772333.87,-0.039067,0,0,0,1,0
S4_budget_140,S4_budget_140_P002_SB0.0,A:alpha=1.1;C:alpha=1.0;G:alpha=1.0;J:alpha=1.0,targeted_subsidy_0.0,0.5,0,0,30,0.15269905,0.85662,0.782301,329567.94,0.007293,0,1,0,2,0
S4_budget_140,S4_budget_140_P002_SB0.0,A:alpha=1.1;C:alpha=1.0;G:alpha=1.0;J:alpha=1.0,targeted_subsidy_0.0,0.7,0,0,30,0.17709527,0.855036,0.781905,223717.32,0.004971,0,1,0,1,0
S4_budget_140,S4_budget_140_P002_SB0.0,A:alpha=1.1;C:alpha=1.0;G:alpha=1.0;J:alpha=1.0,targeted_subsidy_0.0,1.0,0,0,30,0.13288343,0.864167,0.817117,634682.72,0.014104,0,1,0,2,0
S4_budget_140,S4_budget_140_P003_SB0.0,A:alpha=1.2;C:alpha=1.0;G:alpha=1.0;J:alpha=1.0,targeted_subsidy_0.0,0.2,0,0,30,0.13150337,0.829066,0.782882,-1933078.87,-0.04261,0,0,0,1,0
S4_budget_140,S4_budget_140_P003_SB0.0,A:alpha=1.2;C:alpha=1.0;G:alpha=1.0;J:alpha=1.0,targeted_subsidy_0.0,0.3,0,0,30,0.13150337,0.829066,0.782882,-1933078.87,-0.04261,0,0,0,1,0
S4_budget_140,S4_budget_140_P003_SB0.0,A:alpha=1.2;C:alpha=1.0;G:alpha=1.0;J:alpha=1.0,targeted_subsidy_0.0,0.5,0,0,30,0.13150337,0.85361,0.802068,-458820.91,-0.010114,0,0,0,2,0
S4_budget_140,S4_budget_140_P003_SB0.0,A:alpha=1.2;C:alpha=1.0;G:alpha=1.0;J:alpha=1.0,targeted_subsidy_0.0,0.7,0,0,30,0.13150337,0.846879,0.727733,57427.53,0.001266,0,1,0,1,0
S4_budget_140,S4_budget_140_P003_SB0.0,A:alpha=1.2;C:alpha=1.0;G:alpha=1.0;J:alpha=1.0,targeted_subsidy_0.0,1.0,0,0,30,0.13150337,0.846879,0.727733,57427.53,0.001266,0,1,0,1,0
S4_budget_140,S4_budget_140_P004_SB0.0,A:alpha=1.3;C:alpha=1.0;G:alpha=1.0;J:alpha=1.0,targeted_subsidy_0.0,0.2,0,0,30,0.13150337,0.829071,0.782882,-1868711.32,-0.041192,0,0,0,1,0
S4_budget_140,S4_budget_140_P004_SB0.0,A:alpha=1.3;C:alpha=1.0;G:alpha=1.0;J:alpha=1.0,targeted_subsidy_0.0,0.3,0,0,30,0.13150337,0.829071,0.782882,-1868711.32,-0.041192,0,0,0,1,0
S4_budget_140,S4_budget_140_P004_SB0.0,A:alpha=1.3;C:alpha=1.0;G:alpha=1.0;J:alpha=1.0,targeted_subsidy_0.0,0.5,0,0,30,0.13150337,0.853615,0.802068,-392189.39,-0.008645,0,0,0,2,0
S4_budget_140,S4_budget_140_P004_SB0.0,A:alpha=1.3;C:alpha=1.0;G:alpha=1.0;J:alpha=1.0,targeted_subsidy_0.0,0.7,0,0,30,0.13150337,0.846897,0.727902,434176.79,0.00957,0,1,0,2,0
S4_budget_140,S4_budget_140_P004_SB0.0,A:alpha=1.3;C:alpha=1.0;G:alpha=1.0;J:alpha=1.0,targeted_subsidy_0.0,1.0,0,0,30,0.13150337,0.846897,0.727902,434176.79,0.00957,0,1,0,2,0
S4_budget_140,S4_budget_140_P005_SB0.0,A:alpha=1.4;C:alpha=1.0;G:alpha=1.0;J:alpha=1.0,targeted_subsidy_0.0,0.2,0,0,30,0.13150337,0.829076,0.782882,-1804332.85,-0.039773,0,0,0,1,0
S4_budget_140,S4_budget_140_P005_SB0.0,A:alpha=1.4;C:alpha=1.0;G:alpha=1.0;J:alpha=1.0,targeted_subsidy_0.0,0.3,0,0,30,0.13150337,0.829076,0.782882,-1804332.85,-0.039773,0,0,0,1,0
S4_budget_140,S4_budget_140_P005_SB0.0,A:alpha=1.4;C:alpha=1.0;G:alpha=1.0;J:alpha=1.0,targeted_subsidy_0.0,0.5,0,0,30,0.13150337,0.85362,0.802068,-325546.95,-0.007176,0,0,0,2,0
S4_budget_140,S4_budget_140_P005_SB0.0,A:alpha=1.4;C:alpha=1.0;G:alpha=1.0;J:alpha=1.0,targeted_subsidy_0.0,0.7,0,0,30,0.13150337,0.846913,0.728057,811000.92,0.017877,0,1,0,1,0
S4_budget_140,S4_budget_140_P005_SB0.0,A:alpha=1.4;C:alpha=1.0;G:alpha=1.0;J:alpha=1.0,targeted_subsidy_0.0,1.0,0,0,30,0.13150337,0.846913,0.728057,811000.92,0.017877,0,1,0,1,0
S4_budget_140,S4_budget_140_P006_SB0.0,A:alpha=1.5;C:alpha=1.0;G:alpha=1.0;J:alpha=1.0,targeted_subsidy_0.0,0.2,0,0,30,0.13150337,0.829081,0.782882,-1739944.77,-0.038353,0,0,0,1,0
S4_budget_140,S4_budget_140_P006_SB0.0,A:alpha=1.5;C:alpha=1.0;G:alpha=1.0;J:alpha=1.0,targeted_subsidy_0.0,0.3,0,0,30,0.13150337,0.829081,0.782882,-1739944.77,-0.038353,0,0,0,1,0
S4_budget_140,S4_budget_140_P006_SB0.0,A:alpha=1.5;C:alpha=1.0;G:alpha=1.0;J:alpha=1.0,targeted_subsidy_0.0,0.5,0,0,30,0.13150337,0.853625,0.802068,-258894.9,-0.005707,0,0,0,2,0
S4_budget_140,S4_budget_140_P006_SB0.0,A:alpha=1.5;C:alpha=1.0;G:alpha=1.0;J:alpha=1.0,targeted_subsidy_0.0,0.7,0,0,30,0.13150337,0.846928,0.728199,1187890.95,0.026184,0,1,0,1,0
S4_budget_140,S4_budget_140_P006_SB0.0,A:alpha=1.5;C:alpha=1.0;G:alpha=1.0;J:alpha=1.0,targeted_subsidy_0.0,1.0,0,0,30,0.13150337,0.846928,0.728199,1187890.95,0.026184,0,1,0,1,0
S4_budget_140,S4_budget_140_P007_SB0.0,A:alpha=1.6;C:alpha=1.0;G:alpha=1.0;J:alpha=1.0,targeted_subsidy_0.0,0.2,0,0,30,0.13150337,0.829085,0.782882,-1675548.19,-0.036934,0,0,0,1,0
S4_budget_140,S4_budget_140_P007_SB0.0,A:alpha=1.6;C:alpha=1.0;G:alpha=1.0;J:alpha=1.0,targeted_subsidy_0.0,0.3,0,0,30,0.13150337,0.829085,0.782882,-1675548.19,-0.036934,0,0,0,1,0
S4_budget_140,S4_budget_140_P007_SB0.0,A:alpha=1.6;C:alpha=1.0;G:alpha=1.0;J:alpha=1.0,targeted_subsidy_0.0,0.5,0,0,30,0.13150337,0.853629,0.802068,-192234.35,-0.004237,0,0,0,2,0
S4_budget_140,S4_budget_140_P007_SB0.0,A:alpha=1.6;C:alpha=1.0;G:alpha=1.0;J:alpha=1.0,targeted_subsidy_0.0,0.7,0,0,30,0.13150337,0.846942,0.728331,1564839.3,0.034493,0,1,0,1,0
S4_budget_140,S4_budget_140_P007_SB0.0,A:alpha=1.6;C:alpha=1.0;G:alpha=1.0;J:alpha=1.0,targeted_subsidy_0.0,1.0,0,0,30,0.13150337,0.846942,0.728331,1564839.3,0.034493,0,1,0,1,0
S4_budget_140,S4_budget_140_P008_SB0.0,A:alpha=1.8;C:alpha=1.0;G:alpha=1.0;J:alpha=1.0,targeted_subsidy_0.0,0.2,0,0,30,0.13150337,0.829092,0.782882,-1546733.16,-0.034094,0,0,0,1,0
S4_budget_140,S4_budget_140_P008_SB0.0,A:alpha=1.8;C:alpha=1.0;G:alpha=1.0;J:alpha=1.0,targeted_subsidy_0.0,0.3,0,0,30,0.13150337,0.829092,0.782882,-1546733.16,-0.034094,0,0,0,1,0
S4_budget_140,S4_budget_140_P008_SB0.0,A:alpha=1.8;C:alpha=1.0;G:alpha=1.0;J:alpha=1.0,targeted_subsidy_0.0,0.5,0,0,30,0.13150337,0.853637,0.802068,-58891.38,-0.001298,0,0,0,2,0
S4_budget_140,S4_budget_140_P008_SB0.0,A:alpha=1.8;C:alpha=1.0;G:alpha=1.0;J:alpha=1.0,targeted_subsidy_0.0,0.7,0,0,30,0.13150337,0.846966,0.728566,2318886.01,0.051115,0,1,0,1,0
S4_budget_140,S4_budget_140_P008_SB0.0,A:alpha=1.8;C:alpha=1.0;G:alpha=1.0;J:alpha=1.0,targeted_subsidy_0.0,1.0,0,0,30,0.13150337,0.846966,0.728566,2318886.01,0.051115,0,1,0,1,0
S4_budget_140,S4_budget_140_P009_SB0.0,A:alpha=2.0;C:alpha=1.0;G:alpha=1.0;J:alpha=1.0,targeted_subsidy_0.0,0.2,0,0,30,0.13150337,0.829104,0.782882,-1417538.25,-0.031246,0,0,0,1,0
S4_budget_140,S4_budget_140_P009_SB0.0,A:alpha=2.0;C:alpha=1.0;G:alpha=1.0;J:alpha=1.0,targeted_subsidy_0.0,0.3,0,0,30,0.13150337,0.829104,0.782882,-1417538.25,-0.031246,0,0,0,1,0
S4_budget_140,S4_budget_140_P009_SB0.0,A:alpha=2.0;C:alpha=1.0;G:alpha=1.0;J:alpha=1.0,targeted_subsidy_0.0,0.5,0,0,30,0.13150337,0.853649,0.802068,74831.47,0.001649,0,1,0,2,0
S4_budget_140,S4_budget_140_P009_SB0.0,A:alpha=2.0;C:alpha=1.0;G:alpha=1.0;J:alpha=1.0,targeted_subsidy_0.0,0.7,0,0,30,0.13150337,0.847005,0.728938,3074875.21,0.067779,0,1,0,1,0
S4_budget_140,S4_budget_140_P009_SB0.0,A:alpha=2.0;C:alpha=1.0;G:alpha=1.0;J:alpha=1.0,targeted_subsidy_0.0,1.0,0,0,30,0.13150337,0.847005,0.728938,3074875.21,0.067779,0,1,0,1,0
S4_budget_140,S4_budget_140_P010_SB0.0,A:alpha=1.0;C:alpha=1.1;G:alpha=1.0;J:alpha=1.0,targeted_subsidy_0.0,0.2,1,1,3,0.227098,0.864949,0.820445,797586.76,0.01764,0,1,0,3,0
S4_budget_140,S4_budget_140_P010_SB0.0,A:alpha=1.0;C:alpha=1.1;G:alpha=1.0;J:alpha=1.0,targeted_subsidy_0.0,0.3,1,1,3,0.227098,0.864949,0.820445,797586.76,0.01764,0,1,0,3,0
S4_budget_140,S4_budget_140_P010_SB0.0,A:alpha=1.0;C:alpha=1.1;G:alpha=1.0;J:alpha=1.0,targeted_subsidy_0.0,0.5,1,1,3,0.227098,0.864949,0.820445,797586.76,0.01764,0,1,0,3,0
S4_budget_140,S4_budget_140_P010_SB0.0,A:alpha=1.0;C:alpha=1.1;G:alpha=1.0;J:alpha=1.0,targeted_subsidy_0.0,0.7,1,1,3,0.227098,0.864949,0.820445,797586.76,0.01764,0,1,0,3,0
S4_budget_140,S4_budget_140_P010_SB0.0,A:alpha=1.0;C:alpha=1.1;G:alpha=1.0;J:alpha=1.0,targeted_subsidy_0.0,1.0,1,1,3,0.227098,0.864949,0.820445,797586.76,0.01764,0,1,0,3,0
S4_budget_140,S4_budget_140_P011_SB0.0,A:alpha=1.0;C:alpha=1.2;G:alpha=1.0;J:alpha=1.0,targeted_subsidy_0.0,0.2,0,0,30,0.23005762,0.841146,0.72746,138724.17,0.003058,0,1,0,1,0
S4_budget_140,S4_budget_140_P011_SB0.0,A:alpha=1.0;C:alpha=1.2;G:alpha=1.0;J:alpha=1.0,targeted_subsidy_0.0,0.3,0,0,30,0.23005762,0.841146,0.72746,138724.17,0.003058,0,1,0,1,0
S4_budget_140,S4_budget_140_P011_SB0.0,A:alpha=1.0;C:alpha=1.2;G:alpha=1.0;J:alpha=1.0,targeted_subsidy_0.0,0.5,0,0,30,0.23005762,0.841146,0.72746,138724.17,0.003058,0,1,0,1,0
S4_budget_140,S4_budget_140_P011_SB0.0,A:alpha=1.0;C:alpha=1.2;G:alpha=1.0;J:alpha=1.0,targeted_subsidy_0.0,0.7,0,0,30,0.23005762,0.841146,0.72746,138724.17,0.003058,0,1,0,1,0
S4_budget_140,S4_budget_140_P011_SB0.0,A:alpha=1.0;C:alpha=1.2;G:alpha=1.0;J:alpha=1.0,targeted_subsidy_0.0,1.0,0,0,30,0.23005762,0.841146,0.72746,138724.17,0.003058,0,1,0,1,0
S4_budget_140,S4_budget_140_P012_SB0.0,A:alpha=1.0;C:alpha=1.3;G:alpha=1.0;J:alpha=1.0,targeted_subsidy_0.0,0.2,0,0,30,0.22989541,0.841173,0.727634,674141.1,0.01486,0,1,0,2,0
S4_budget_140,S4_budget_140_P012_SB0.0,A:alpha=1.0;C:alpha=1.3;G:alpha=1.0;J:alpha=1.0,targeted_subsidy_0.0,0.3,0,0,30,0.22989541,0.841173,0.727634,674141.1,0.01486,0,1,0,2,0
S4_budget_140,S4_budget_140_P012_SB0.0,A:alpha=1.0;C:alpha=1.3;G:alpha=1.0;J:alpha=1.0,targeted_subsidy_0.0,0.5,0,0,30,0.22989541,0.841173,0.727634,674141.1,0.01486,0,1,0,2,0
S4_budget_140,S4_budget_140_P012_SB0.0,A:alpha=1.0;C:alpha=1.3;G:alpha=1.0;J:alpha=1.0,targeted_subsidy_0.0,0.7,0,0,30,0.22989541,0.841173,0.727634,674141.1,0.01486,0,1,0,2,0
S4_budget_140,S4_budget_140_P012_SB0.0,A:alpha=1.0;C:alpha=1.3;G:alpha=1.0;J:alpha=1.0,targeted_subsidy_0.0,1.0,0,0,30,0.22989541,0.841173,0.727634,674141.1,0.01486,0,1,0,2,0
S4_budget_140,S4_budget_140_P013_SB0.0,A:alpha=1.0;C:alpha=1.4;G:alpha=1.0;J:alpha=1.0,targeted_subsidy_0.0,0.2,0,0,30,0.22974793,0.841198,0.727794,1209675.0,0.026665,0,1,0,1,0
S4_budget_140,S4_budget_140_P013_SB0.0,A:alpha=1.0;C:alpha=1.4;G:alpha=1.0;J:alpha=1.0,targeted_subsidy_0.0,0.3,0,0,30,0.22974793,0.841198,0.727794,1209675.0,0.026665,0,1,0,1,0
S4_budget_140,S4_budget_140_P013_SB0.0,A:alpha=1.0;C:alpha=1.4;G:alpha=1.0;J:alpha=1.0,targeted_subsidy_0.0,0.5,0,0,30,0.22974793,0.841198,0.727794,1209675.0,0.026665,0,1,0,1,0
S4_budget_140,S4_budget_140_P013_SB0.0,A:alpha=1.0;C:alpha=1.4;G:alpha=1.0;J:alpha=1.0,targeted_subsidy_0.0,0.7,0,0,30,0.22974793,0.841198,0.727794,1209675.0,0.026665,0,1,0,1,0
S4_budget_140,S4_budget_140_P013_SB0.0,A:alpha=1.0;C:alpha=1.4;G:alpha=1.0;J:alpha=1.0,targeted_subsidy_0.0,1.0,0,0,30,0.22974793,0.841198,0.727794,1209675.0,0.026665,0,1,0,1,0
S4_budget_140,S4_budget_140_P014_SB0.0,A:alpha=1.0;C:alpha=1.5;G:alpha=1.0;J:alpha=1.0,targeted_subsidy_0.0,0.2,0,0,30,0.22961327,0.841221,0.727942,1745312.53,0.038472,0,1,0,1,0
S4_budget_140,S4_budget_140_P014_SB0.0,A:alpha=1.0;C:alpha=1.5;G:alpha=1.0;J:alpha=1.0,targeted_subsidy_0.0,0.3,0,0,30,0.22961327,0.841221,0.727942,1745312.53,0.038472,0,1,0,1,0
S4_budget_140,S4_budget_140_P014_SB0.0,A:alpha=1.0;C:alpha=1.5;G:alpha=1.0;J:alpha=1.0,targeted_subsidy_0.0,0.5,0,0,30,0.22961327,0.841221,0.727942,1745312.53,0.038472,0,1,0,1,0
S4_budget_140,S4_budget_140_P014_SB0.0,A:alpha=1.0;C:alpha=1.5;G:alpha=1.0;J:alpha=1.0,targeted_subsidy_0.0,0.7,0,0,30,0.22961327,0.841221,0.727942,1745312.53,0.038472,0,1,0,1,0
S4_budget_140,S4_budget_140_P014_SB0.0,A:alpha=1.0;C:alpha=1.5;G:alpha=1.0;J:alpha=1.0,targeted_subsidy_0.0,1.0,0,0,30,0.22961327,0.841221,0.727942,1745312.53,0.038472,0,1,0,1,0
S4_budget_140,S4_budget_140_P015_SB0.0,A:alpha=1.0;C:alpha=1.6;G:alpha=1.0;J:alpha=1.0,targeted_subsidy_0.0,0.2,0,0,30,0.22929552,0.841245,0.72808,2281191.92,0.050284,0,1,0,1,0
S4_budget_140,S4_budget_140_P015_SB0.0,A:alpha=1.0;C:alpha=1.6;G:alpha=1.0;J:alpha=1.0,targeted_subsidy_0.0,0.3,0,0,30,0.22929552,0.841245,0.72808,2281191.92,0.050284,0,1,0,1,0
S4_budget_140,S4_budget_140_P015_SB0.0,A:alpha=1.0;C:alpha=1.6;G:alpha=1.0;J:alpha=1.0,targeted_subsidy_0.0,0.5,0,0,30,0.22929552,0.841245,0.72808,2281191.92,0.050284,0,1,0,1,0
S4_budget_140,S4_budget_140_P015_SB0.0,A:alpha=1.0;C:alpha=1.6;G:alpha=1.0;J:alpha=1.0,targeted_subsidy_0.0,0.7,0,0,30,0.22929552,0.841245,0.72808,2281191.92,0.050284,0,1,0,1,0
S4_budget_140,S4_budget_140_P015_SB0.0,A:alpha=1.0;C:alpha=1.6;G:alpha=1.0;J:alpha=1.0,targeted_subsidy_0.0,1.0,0,0,30,0.22929552,0.841245,0.72808,2281191.92,0.050284,0,1,0,1,0
S4_budget_140,S4_budget_140_P016_SB0.0,A:alpha=1.0;C:alpha=1.8;G:alpha=1.0;J:alpha=1.0,targeted_subsidy_0.0,0.2,0,0,30,0.22858682,0.841291,0.728326,3353333.86,0.073917,0,1,0,1,0
S4_budget_140,S4_budget_140_P016_SB0.0,A:alpha=1.0;C:alpha=1.8;G:alpha=1.0;J:alpha=1.0,targeted_subsidy_0.0,0.3,0,0,30,0.22858682,0.841291,0.728326,3353333.86,0.073917,0,1,0,1,0
S4_budget_140,S4_budget_140_P016_SB0.0,A:alpha=1.0;C:alpha=1.8;G:alpha=1.0;J:alpha=1.0,targeted_subsidy_0.0,0.5,0,0,30,0.22858682,0.841291,0.728326,3353333.86,0.073917,0,1,0,1,0
S4_budget_140,S4_budget_140_P016_SB0.0,A:alpha=1.0;C:alpha=1.8;G:alpha=1.0;J:alpha=1.0,targeted_subsidy_0.0,0.7,0,0,30,0.22858682,0.841291,0.728326,3353333.86,0.073917,0,1,0,1,0
S4_budget_140,S4_budget_140_P016_SB0.0,A:alpha=1.0;C:alpha=1.8;G:alpha=1.0;J:alpha=1.0,targeted_subsidy_0.0,1.0,0,0,30,0.22858682,0.841291,0.728326,3353333.86,0.073917,0,1,0,1,0
S4_budget_140,S4_budget_140_P017_SB0.0,A:alpha=1.0;C:alpha=2.0;G:alpha=1.0;J:alpha=1.0,targeted_subsidy_0.0,0.2,0,0,30,0.2278834,0.841332,0.728542,4425862.86,0.097558,0,0,0,1,0
S4_budget_140,S4_budget_140_P017_SB0.0,A:alpha=1.0;C:alpha=2.0;G:alpha=1.0;J:alpha=1.0,targeted_subsidy_0.0,0.3,0,0,30,0.2278834,0.841332,0.728542,4425862.86,0.097558,0,0,0,1,0
S4_budget_140,S4_budget_140_P017_SB0.0,A:alpha=1.0;C:alpha=2.0;G:alpha=1.0;J:alpha=1.0,targeted_subsidy_0.0,0.5,0,0,30,0.2278834,0.841332,0.728542,4425862.86,0.097558,0,0,0,1,0
S4_budget_140,S4_budget_140_P017_SB0.0,A:alpha=1.0;C:alpha=2.0;G:alpha=1.0;J:alpha=1.0,targeted_subsidy_0.0,0.7,0,0,30,0.2278834,0.841332,0.728542,4425862.86,0.097558,0,0,0,1,0
S4_budget_140,S4_budget_140_P017_SB0.0,A:alpha=1.0;C:alpha=2.0;G:alpha=1.0;J:alpha=1.0,targeted_subsidy_0.0,1.0,0,0,30,0.2278834,0.841332,0.728542,4425862.86,0.097558,0,0,0,1,0
S4_budget_140,S4_budget_140_P018_SB0.0,A:alpha=1.0;C:alpha=1.0;G:alpha=1.1;J:alpha=1.0,targeted_subsidy_0.0,0.2,0,0,30,0.88228452,0.864257,0.801812,1862424.53,0.041782,0,1,0,1,0
S4_budget_140,S4_budget_140_P018_SB0.0,A:alpha=1.0;C:alpha=1.0;G:alpha=1.1;J:alpha=1.0,targeted_subsidy_0.0,0.3,0,0,30,0.88228452,0.864257,0.801812,1862424.53,0.041782,0,1,0,1,0
S4_budget_140,S4_budget_140_P018_SB0.0,A:alpha=1.0;C:alpha=1.0;G:alpha=1.1;J:alpha=1.0,targeted_subsidy_0.0,0.5,0,0,30,0.88228452,0.867268,0.782311,1603582.07,0.035437,0,1,0,3,0
S4_budget_140,S4_budget_140_P018_SB0.0,A:alpha=1.0;C:alpha=1.0;G:alpha=1.1;J:alpha=1.0,targeted_subsidy_0.0,0.7,0,0,30,0.88228452,0.866214,0.801812,1821408.36,0.040861,0,1,0,1,0
S4_budget_140,S4_budget_140_P018_SB0.0,A:alpha=1.0;C:alpha=1.0;G:alpha=1.1;J:alpha=1.0,targeted_subsidy_0.0,1.0,0,0,30,0.88228452,0.866214,0.801812,1821408.36,0.040861,0,1,0,1,0
S4_budget_140,S4_budget_140_P019_SB0.0,A:alpha=1.0;C:alpha=1.0;G:alpha=1.2;J:alpha=1.0,targeted_subsidy_0.0,0.2,1,1,3,0.86,0.676642,0.0,-790080.51,-0.02162,0,0,0,2,0
S4_budget_140,S4_budget_140_P019_SB0.0,A:alpha=1.0;C:alpha=1.0;G:alpha=1.2;J:alpha=1.0,targeted_subsidy_0.0,0.3,1,1,3,0.86,0.676642,0.0,-790080.51,-0.02162,0,0,0,2,0
S4_budget_140,S4_budget_140_P019_SB0.0,A:alpha=1.0;C:alpha=1.0;G:alpha=1.2;J:alpha=1.0,targeted_subsidy_0.0,0.5,1,1,3,0.86,0.676642,0.0,-790080.51,-0.02162,0,0,0,2,0
S4_budget_140,S4_budget_140_P019_SB0.0,A:alpha=1.0;C:alpha=1.0;G:alpha=1.2;J:alpha=1.0,targeted_subsidy_0.0,0.7,1,1,3,0.86,0.676642,0.0,-790080.51,-0.02162,0,0,0,2,0
S4_budget_140,S4_budget_140_P019_SB0.0,A:alpha=1.0;C:alpha=1.0;G:alpha=1.2;J:alpha=1.0,targeted_subsidy_0.0,1.0,1,1,3,0.86,0.676642,0.0,-790080.51,-0.02162,0,0,0,2,0
S4_budget_140,S4_budget_140_P020_SB0.0,A:alpha=1.0;C:alpha=1.0;G:alpha=1.3;J:alpha=1.0,targeted_subsidy_0.0,0.2,1,1,3,0.86,0.676653,0.0,-573293.76,-0.015688,0,0,0,2,0
S4_budget_140,S4_budget_140_P020_SB0.0,A:alpha=1.0;C:alpha=1.0;G:alpha=1.3;J:alpha=1.0,targeted_subsidy_0.0,0.3,1,1,3,0.86,0.676653,0.0,-573293.76,-0.015688,0,0,0,2,0
S4_budget_140,S4_budget_140_P020_SB0.0,A:alpha=1.0;C:alpha=1.0;G:alpha=1.3;J:alpha=1.0,targeted_subsidy_0.0,0.5,1,1,3,0.86,0.676653,0.0,-573293.76,-0.015688,0,0,0,2,0
S4_budget_140,S4_budget_140_P020_SB0.0,A:alpha=1.0;C:alpha=1.0;G:alpha=1.3;J:alpha=1.0,targeted_subsidy_0.0,0.7,1,1,3,0.86,0.676653,0.0,-573293.76,-0.015688,0,0,0,2,0
S4_budget_140,S4_budget_140_P020_SB0.0,A:alpha=1.0;C:alpha=1.0;G:alpha=1.3;J:alpha=1.0,targeted_subsidy_0.0,1.0,1,1,3,0.86,0.676653,0.0,-573293.76,-0.015688,0,0,0,2,0
S4_budget_140,S4_budget_140_P021_SB0.0,A:alpha=1.0;C:alpha=1.0;G:alpha=1.4;J:alpha=1.0,targeted_subsidy_0.0,0.2,1,1,3,0.86,0.676662,0.0,-356475.52,-0.009755,0,0,0,2,0
S4_budget_140,S4_budget_140_P021_SB0.0,A:alpha=1.0;C:alpha=1.0;G:alpha=1.4;J:alpha=1.0,targeted_subsidy_0.0,0.3,1,1,3,0.86,0.676662,0.0,-356475.52,-0.009755,0,0,0,2,0
S4_budget_140,S4_budget_140_P021_SB0.0,A:alpha=1.0;C:alpha=1.0;G:alpha=1.4;J:alpha=1.0,targeted_subsidy_0.0,0.5,1,1,3,0.86,0.676662,0.0,-356475.52,-0.009755,0,0,0,2,0
S4_budget_140,S4_budget_140_P021_SB0.0,A:alpha=1.0;C:alpha=1.0;G:alpha=1.4;J:alpha=1.0,targeted_subsidy_0.0,0.7,1,1,3,0.86,0.676662,0.0,-356475.52,-0.009755,0,0,0,2,0
S4_budget_140,S4_budget_140_P021_SB0.0,A:alpha=1.0;C:alpha=1.0;G:alpha=1.4;J:alpha=1.0,targeted_subsidy_0.0,1.0,1,1,3,0.86,0.676662,0.0,-356475.52,-0.009755,0,0,0,2,0
S4_budget_140,S4_budget_140_P022_SB0.0,A:alpha=1.0;C:alpha=1.0;G:alpha=1.5;J:alpha=1.0,targeted_subsidy_0.0,0.2,1,1,3,0.86,0.67667,0.0,-139629.91,-0.003821,0,0,0,2,0
S4_budget_140,S4_budget_140_P022_SB0.0,A:alpha=1.0;C:alpha=1.0;G:alpha=1.5;J:alpha=1.0,targeted_subsidy_0.0,0.3,1,1,3,0.86,0.67667,0.0,-139629.91,-0.003821,0,0,0,2,0
