scenario,station,scale,selected_prices_by_service,selected_price_satisfaction_by_service,station_average_price_satisfaction,station_average_service_satisfaction,station_minimum_service_access_performance,annual_revenue,annual_government_subsidy,annual_direct_cost,annual_fixed_cost,annual_depreciation,annual_total_cost,annual_net_profit,profit_rate,profit_compliant,break_even_gap,over_8pct_excess,candidate_rank_within_station
S4,C,中型,助餐:11.00|日间照料:20.00|上门护理:33.00|康复理疗:30.80|助浴:25.00|紧急救助:0.00,助餐:0.90|日间照料:1.00|上门护理:0.90|康复理疗:0.90|助浴:1.00|紧急救助:1.00,0.95,0.797222,0.797222,36334638.72,657000.0,35078286.27,1168000.0,16000.0,36262286.27,729352.45,0.020113,1,0.0,0.0,28
S4,C,中型,助餐:11.00|日间照料:22.00|上门护理:30.00|康复理疗:28.00|助浴:27.50|紧急救助:0.00,助餐:0.90|日间照料:0.90|上门护理:1.00|康复理疗:1.00|助浴:0.90|紧急救助:1.00,0.95,0.797222,0.797222,36804955.68,657000.0,35103858.32,1168000.0,16000.0,36287858.32,1174097.35,0.032355,1,0.0,0.0,29
S4,C,中型,助餐:11.00|日间照料:22.00|上门护理:30.00|康复理疗:30.80|助浴:25.00|紧急救助:0.00,助餐:0.90|日间照料:0.90|上门护理:1.00|康复理疗:0.90|助浴:1.00|紧急救助:1.00,0.95,0.797222,0.797222,37070312.86,657000.0,35007262.8,1168000.0,16000.0,36191262.8,1536050.06,0.042443,1,0.0,0.0,30
S4,G,大型,助餐:10.00|日间照料:20.00|上门护理:30.00|康复理疗:28.00|助浴:25.00|紧急救助:0.00,助餐:1.00|日间照料:1.00|上门护理:1.00|康复理疗:1.00|助浴:1.00|紧急救助:1.00,1.0,0.842222,0.842222,37206544.27,949000.0,35968672.48,1606000.0,22500.0,37597172.48,558371.79,0.014851,1,0.0,0.0,1
S4,G,大型,助餐:10.00|日间照料:20.00|上门护理:30.00|康复理疗:28.00|助浴:27.50|紧急救助:0.00,助餐:1.00|日间照料:1.00|上门护理:1.00|康复理疗:1.00|助浴:0.90|紧急救助:1.00,0.983333,0.833889,0.833889,36871255.49,949000.0,35858266.64,1606000.0,22500.0,37486766.64,333488.85,0.008896,1,0.0,0.0,2
S4,G,大型,助餐:10.00|日间照料:20.00|上门护理:30.00|康复理疗:30.80|助浴:25.00|紧急救助:0.00,助餐:1.00|日间照料:1.00|上门护理:1.00|康复理疗:0.90|助浴:1.00|紧急救助:1.00,0.983333,0.833889,0.833889,37159409.41,949000.0,35761891.43,1606000.0,22500.0,37390391.43,718017.98,0.019203,1,0.0,0.0,3
S4,G,大型,助餐:10.00|日间照料:20.00|上门护理:33.00|康复理疗:28.00|助浴:25.00|紧急救助:0.00,助餐:1.00|日间照料:1.00|上门护理:0.90|康复理疗:1.00|助浴:1.00|紧急救助:1.00,0.983333,0.833889,0.833889,36944046.63,949000.0,35567042.06,1606000.0,22500.0,37195542.06,697504.57,0.018752,1,0.0,0.0,4
S4,G,大型,助餐:10.00|日间照料:22.00|上门护理:30.00|康复理疗:28.00|助浴:25.00|紧急救助:0.00,助餐:1.00|日间照料:0.90|上门护理:1.00|康复理疗:1.00|助浴:1.00|紧急救助:1.00,0.983333,0.833889,0.833889,37724148.82,949000.0,35500905.93,1606000.0,22500.0,37129405.93,1543742.89,0.041577,1,0.0,0.0,5
S4,G,大型,助餐:11.00|日间照料:20.00|上门护理:30.00|康复理疗:28.00|助浴:25.00|紧急救助:0.00,助餐:0.90|日间照料:1.00|上门护理:1.00|康复理疗:1.00|助浴:1.00|紧急救助:1.00,0.983333,0.833889,0.833889,37588840.64,949000.0,35661853.9,1606000.0,22500.0,37290353.9,1247486.74,0.033453,1,0.0,0.0,6
S4,G,大型,助餐:10.00|日间照料:20.00|上门护理:30.00|康复理疗:30.80|助浴:27.50|紧急救助:0.00,助餐:1.00|日间照料:1.00|上门护理:1.00|康复理疗:0.90|助浴:0.90|紧急救助:1.00,0.966667,0.825556,0.825556,36815779.69,949000.0,35649917.53,1606000.0,22500.0,37278417.53,486362.16,0.013047,1,0.0,0.0,7
S4,G,大型,助餐:10.00|日间照料:20.00|上门护理:33.00|康复理疗:28.00|助浴:27.50|紧急救助:0.00,助餐:1.00|日间照料:1.00|上门护理:0.90|康复理疗:1.00|助浴:0.90|紧急救助:1.00,0.966667,0.825556,0.825556,36602569.1,949000.0,35457996.46,1606000.0,22500.0,37086496.46,465072.64,0.01254,1,0.0,0.0,8
S4,G,大型,助餐:10.00|日间照料:20.00|上门护理:33.00|康复理疗:30.80|助浴:25.00|紧急救助:0.00,助餐:1.00|日间照料:1.00|上门护理:0.90|康复理疗:0.90|助浴:1.00|紧急救助:1.00,0.966667,0.825556,0.825556,36887843.41,949000.0,35366447.14,1606000.0,22500.0,36994947.14,841896.27,0.022757,1,0.0,0.0,9
S4,G,大型,助餐:10.00|日间照料:22.00|上门护理:30.00|康复理疗:28.00|助浴:27.50|紧急救助:0.00,助餐:1.00|日间照料:0.90|上门护理:1.00|康复理疗:1.00|助浴:0.90|紧急救助:1.00,0.966667,0.825556,0.825556,37374875.47,949000.0,35392636.14,1606000.0,22500.0,37021136.14,1302739.33,0.035189,1,0.0,0.0,10
S4,G,大型,助餐:11.00|日间照料:24.00|上门护理:39.00|康复理疗:33.60|助浴:37.50|紧急救助:0.00,助餐:0.90|日间照料:0.75|上门护理:0.60|康复理疗:0.75|助浴:0.60|紧急救助:1.00,0.766667,0.725556,0.725556,34739740.91,949000.0,32687552.69,1606000.0,22500.0,34316052.69,1372688.22,0.040001,1,0.0,0.0,11
S4,G,大型,助餐:10.00|日间照料:22.00|上门护理:39.00|康复理疗:42.00|助浴:45.00|紧急救助:0.00,助餐:1.00|日间照料:0.90|上门护理:0.60|康复理疗:0.60|助浴:0.60|紧急救助:1.00,0.783333,0.733889,0.733889,34612991.63,949000.0,32565346.25,1606000.0,22500.0,34193846.25,1368145.39,0.040011,1,0.0,0.0,12
S4,G,大型,助餐:10.00|日间照料:22.00|上门护理:36.00|康复理疗:36.40|助浴:25.00|紧急救助:0.00,助餐:1.00|日间照料:0.90|上门护理:0.75|康复理疗:0.60|助浴:1.00|紧急救助:1.00,0.875,0.779722,0.779722,36243422.41,949000.0,34131959.46,1606000.0,22500.0,35760459.46,1431962.95,0.040043,1,0.0,0.0,13
S4,G,大型,助餐:10.00|日间照料:24.00|上门护理:30.00|康复理疗:36.40|助浴:30.00|紧急救助:0.00,助餐:1.00|日间照料:0.75|上门护理:1.00|康复理疗:0.60|助浴:0.75|紧急救助:1.00,0.85,0.767222,0.767222,36332319.09,949000.0,34217380.51,1606000.0,22500.0,35845880.51,1435438.58,0.040045,1,0.0,0.0,14
S4,G,大型,助餐:13.00|日间照料:20.00|上门护理:39.00|康复理疗:28.00|助浴:50.00|紧急救助:0.00,助餐:0.60|日间照料:1.00|上门护理:0.60|康复理疗:1.00|助浴:0.60|紧急救助:1.00,0.8,0.742222,0.742222,34925459.57,949000.0,32868581.29,1606000.0,22500.0,34497081.29,1377378.28,0.039927,1,0.0,0.0,15
S4,G,大型,助餐:10.00|日间照料:24.00|上门护理:39.00|康复理疗:30.80|助浴:45.00|紧急救助:0.00,助餐:1.00|日间照料:0.75|上门护理:0.60|康复理疗:0.90|助浴:0.60|紧急救助:1.00,0.808333,0.746389,0.746389,34943287.89,949000.0,32878830.16,1606000.0,22500.0,34507330.16,1384957.73,0.040135,1,0.0,0.0,16
S4,G,大型,助餐:12.00|日间照料:20.00|上门护理:30.00|康复理疗:28.00|助浴:50.00|紧急救助:0.00,助餐:0.75|日间照料:1.00|上门护理:1.00|康复理疗:1.00|助浴:0.60|紧急救助:1.00,0.891667,0.788056,0.788056,36411007.4,949000.0,34289727.07,1606000.0,22500.0,35918227.07,1441780.33,0.040141,1,0.0,0.0,17
S4,G,大型,助餐:13.00|日间照料:22.00|上门护理:39.00|康复理疗:30.80|助浴:32.50|紧急救助:0.00,助餐:0.60|日间照料:0.90|上门护理:0.60|康复理疗:0.90|助浴:0.60|紧急救助:1.00,0.766667,0.725556,0.725556,34991755.93,949000.0,32924578.83,1606000.0,22500.0,34553078.83,1387677.1,0.040161,1,0.0,0.0,18
S4,G,大型,助餐:10.00|日间照料:26.00|上门护理:39.00|康复理疗:30.80|助浴:32.50|紧急救助:0.00,助餐:1.00|日间照料:0.60|上门护理:0.60|康复理疗:0.90|助浴:0.60|紧急救助:1.00,0.783333,0.733889,0.733889,34995355.92,949000.0,32927523.69,1606000.0,22500.0,34556023.69,1388332.23,0.040176,1,0.0,0.0,19
S4,G,大型,助餐:10.00|日间照料:24.00|上门护理:36.00|康复理疗:33.60|助浴:30.00|紧急救助:0.00,助餐:1.00|日间照料:0.75|上门护理:0.75|康复理疗:0.75|助浴:0.75|紧急救助:1.00,0.833333,0.758889,0.758889,35752534.26,949000.0,33667693.94,1606000.0,22500.0,35296193.94,1405340.33,0.039816,1,0.0,0.0,20
S4,G,大型,助餐:10.00|日间照料:22.00|上门护理:30.00|康复理疗:30.80|助浴:25.00|紧急救助:0.00,助餐:1.00|日间照料:0.90|上门护理:1.00|康复理疗:0.90|助浴:1.00|紧急救助:1.00,0.966667,0.825556,0.825556,37660149.77,949000.0,35302030.01,1606000.0,22500.0,36930530.01,1678619.76,0.045453,1,0.0,0.0,21
S4,G,大型,助餐:10.00|日间照料:22.00|上门护理:33.00|康复理疗:28.00|助浴:25.00|紧急救助:0.00,助餐:1.00|日间照料:0.90|上门护理:0.90|康复理疗:1.00|助浴:1.00|紧急救助:1.00,0.966667,0.825556,0.825556,37446939.18,949000.0,35118427.9,1606000.0,22500.0,36746927.9,1649011.28,0.044875,1,0.0,0.0,22
S4,G,大型,助餐:11.00|日间照料:20.00|上门护理:30.00|康复理疗:28.00|助浴:27.50|紧急救助:0.00,助餐:0.90|日间照料:1.00|上门护理:1.00|康复理疗:1.00|助浴:0.90|紧急救助:1.00,0.966667,0.825556,0.825556,37240919.47,949000.0,35551237.78,1606000.0,22500.0,37179737.78,1010181.7,0.02717,1,0.0,0.0,23
S4,G,大型,助餐:11.00|日间照料:20.00|上门护理:30.00|康复理疗:30.80|助浴:25.00|紧急救助:0.00,助餐:0.90|日间照料:1.00|上门护理:1.00|康复理疗:0.90|助浴:1.00|紧急救助:1.00,0.966667,0.825556,0.825556,37526193.78,949000.0,35458728.33,1606000.0,22500.0,37087228.33,1387965.45,0.037424,1,0.0,0.0,24
S4,G,大型,助餐:11.00|日间照料:20.00|上门护理:33.00|康复理疗:28.00|助浴:25.00|紧急救助:0.00,助餐:0.90|日间照料:1.00|上门护理:0.90|康复理疗:1.00|助浴:1.00|紧急救助:1.00,0.966667,0.825556,0.825556,37312983.19,949000.0,35271168.03,1606000.0,22500.0,36899668.03,1362315.15,0.036919,1,0.0,0.0,25
S4,G,大型,助餐:11.00|日间照料:22.00|上门护理:30.00|康复理疗:28.00|助浴:25.00|紧急救助:0.00,助餐:0.90|日间照料:0.90|上门护理:1.00|康复理疗:1.00|助浴:1.00|紧急救助:1.00,0.966667,0.825556,0.825556,38085289.55,949000.0,35208054.97,1606000.0,22500.0,36836554.97,2197734.58,0.059662,1,0.0,0.0,26
S4,G,大型,助餐:10.00|日间照料:20.00|上门护理:30.00|康复理疗:33.60|助浴:25.00|紧急救助:0.00,助餐:1.00|日间照料:1.00|上门护理:1.00|康复理疗:0.75|助浴:1.00|紧急救助:1.00,0.958333,0.821389,0.821389,36913801.04,949000.0,35556118.46,1606000.0,22500.0,37184618.46,678182.58,0.018238,1,0.0,0.0,27
S4,G,大型,助餐:10.00|日间照料:20.00|上门护理:36.00|康复理疗:28.00|助浴:25.00|紧急救助:0.00,助餐:1.00|日间照料:1.00|上门护理:0.75|康复理疗:1.00|助浴:1.00|紧急救助:1.00,0.958333,0.821389,0.821389,36489532.04,949000.0,35181833.84,1606000.0,22500.0,36810333.84,628198.2,0.017066,1,0.0,0.0,28
S4,G,大型,助餐:10.00|日间照料:24.00|上门护理:30.00|康复理疗:28.00|助浴:25.00|紧急救助:0.00,助餐:1.00|日间照料:0.75|上门护理:1.00|康复理疗:1.00|助浴:1.00|紧急救助:1.00,0.958333,0.821389,0.821389,38021300.54,949000.0,35051846.14,1606000.0,22500.0,36680346.14,2289954.4,0.06243,1,0.0,0.0,29
S4,G,大型,助餐:12.00|日间照料:20.00|上门护理:30.00|康复理疗:28.00|助浴:25.00|紧急救助:0.00,助餐:0.75|日间照料:1.00|上门护理:1.00|康复理疗:1.00|助浴:1.00|紧急救助:1.00,0.958333,0.821389,0.821389,37759789.14,949000.0,35362845.75,1606000.0,22500.0,36991345.75,1717443.39,0.046428,1,0.0,0.0,30
S4,J,大型,助餐:10.00|日间照料:20.00|上门护理:30.00|康复理疗:28.00|助浴:25.00|紧急救助:0.00,助餐:1.00|日间照料:1.00|上门护理:1.00|康复理疗:1.00|助浴:1.00|紧急救助:1.00,1.0,0.85,0.85,39350860.58,949000.0,37688928.02,1606000.0,22500.0,39317428.02,982432.55,0.024987,1,0.0,0.0,1
S4,J,大型,助餐:10.00|日间照料:20.00|上门护理:30.00|康复理疗:28.00|助浴:27.50|紧急救助:0.00,助餐:1.00|日间照料:1.00|上门护理:1.00|康复理疗:1.00|助浴:0.90|紧急救助:1.00,0.983333,0.841667,0.841667,39005931.63,949000.0,37578067.75,1606000.0,22500.0,39206567.75,748363.88,0.019088,1,0.0,0.0,2
S4,J,大型,助餐:10.00|日间照料:20.00|上门护理:30.00|康复理疗:30.80|助浴:25.00|紧急救助:0.00,助餐:1.00|日间照料:1.00|上门护理:1.00|康复理疗:0.90|助浴:1.00|紧急救助:1.00,0.983333,0.841667,0.841667,39316434.17,949000.0,37483616.76,1606000.0,22500.0,39112116.76,1153317.4,0.029487,1,0.0,0.0,3
S4,J,大型,助餐:10.00|日间照料:20.00|上门护理:33.00|康复理疗:28.00|助浴:25.00|紧急救助:0.00,助餐:1.00|日间照料:1.00|上门护理:0.90|康复理疗:1.00|助浴:1.00|紧急救助:1.00,0.983333,0.841667,0.841667,39099441.38,949000.0,37285774.63,1606000.0,22500.0,38914274.63,1134166.75,0.029145,1,0.0,0.0,4
S4,J,大型,助餐:10.00|日间照料:22.00|上门护理:30.00|康复理疗:28.00|助浴:25.00|紧急救助:0.00,助餐:1.00|日间照料:0.90|上门护理:1.00|康复理疗:1.00|助浴:1.00|紧急救助:1.00,0.983333,0.841667,0.841667,39931102.18,949000.0,37227318.45,1606000.0,22500.0,38855818.45,2024283.73,0.052097,1,0.0,0.0,5
S4,J,大型,助餐:11.00|日间照料:20.00|上门护理:30.00|康复理疗:28.00|助浴:25.00|紧急救助:0.00,助餐:0.90|日间照料:1.00|上门护理:1.00|康复理疗:1.00|助浴:1.00|紧急救助:1.00,0.983333,0.841667,0.841667,39778591.44,949000.0,37388178.38,1606000.0,22500.0,39016678.38,1710913.06,0.043851,1,0.0,0.0,6
S4,J,大型,助餐:10.00|日间照料:20.00|上门护理:30.00|康复理疗:30.80|助浴:27.50|紧急救助:0.00,助餐:1.00|日间照料:1.00|上门护理:1.00|康复理疗:0.90|助浴:0.90|紧急救助:1.00,0.966667,0.833333,0.833333,38962771.74,949000.0,37371202.84,1606000.0,22500.0,38999702.84,912068.9,0.023387,1,0.0,0.0,7
S4,J,大型,助餐:10.00|日间照料:20.00|上门护理:33.00|康复理疗:28.00|助浴:27.50|紧急救助:0.00,助餐:1.00|日间照料:1.00|上门护理:0.90|康复理疗:1.00|助浴:0.90|紧急救助:1.00,0.966667,0.833333,0.833333,38747927.4,949000.0,37176359.09,1606000.0,22500.0,38804859.09,892068.31,0.022989,1,0.0,0.0,8
S4,J,大型,助餐:10.00|日间照料:20.00|上门护理:33.00|康复理疗:30.80|助浴:25.00|紧急救助:0.00,助餐:1.00|日间照料:1.00|上门护理:0.90|康复理疗:0.90|助浴:1.00|紧急救助:1.00,0.966667,0.833333,0.833333,39053524.15,949000.0,37084992.52,1606000.0,22500.0,38713492.52,1289031.63,0.033297,1,0.0,0.0,9
S4,J,大型,助餐:10.00|日间照料:22.00|上门护理:30.00|康复理疗:28.00|助浴:27.50|紧急救助:0.00,助餐:1.00|日间照料:0.90|上门护理:1.00|康复理疗:1.00|助浴:0.90|紧急救助:1.00,0.966667,0.833333,0.833333,39563722.68,949000.0,37111519.67,1606000.0,22500.0,38740019.67,1772703.0,0.045759,1,0.0,0.0,10
S4,J,大型,助餐:13.00|日间照料:20.00|上门护理:33.00|康复理疗:36.40|助浴:37.50|紧急救助:0.00,助餐:0.60|日间照料:1.00|上门护理:0.90|康复理疗:0.60|助浴:0.60|紧急救助:1.00,0.783333,0.741667,0.741667,37278280.79,949000.0,35127315.08,1606000.0,22500.0,36755815.08,1471465.71,0.040034,1,0.0,0.0,11
S4,J,大型,助餐:11.00|日间照料:22.00|上门护理:39.00|康复理疗:28.00|助浴:37.50|紧急救助:0.00,助餐:0.90|日间照料:0.90|上门护理:0.60|康复理疗:1.00|助浴:0.60|紧急救助:1.00,0.833333,0.766667,0.766667,37287342.31,949000.0,35138574.29,1606000.0,22500.0,36767074.29,1469268.03,0.039962,1,0.0,0.0,12
S4,J,大型,助餐:11.00|日间照料:20.00|上门护理:30.00|康复理疗:28.00|助浴:50.00|紧急救助:0.00,助餐:0.90|日间照料:1.00|上门护理:1.00|康复理疗:1.00|助浴:0.60|紧急救助:1.00,0.916667,0.808333,0.808333,38458278.46,949000.0,36264625.68,1606000.0,22500.0,37893125.68,1514152.78,0.039959,1,0.0,0.0,13
S4,J,大型,助餐:11.00|日间照料:20.00|上门护理:30.00|康复理疗:33.60|助浴:27.50|紧急救助:0.00,助餐:0.90|日间照料:1.00|上门护理:1.00|康复理疗:0.75|助浴:0.90|紧急救助:1.00,0.925,0.8125,0.8125,39074898.36,949000.0,36857577.1,1606000.0,22500.0,38486077.1,1537821.26,0.039958,1,0.0,0.0,14
S4,J,大型,助餐:10.00|日间照料:20.00|上门护理:45.00|康复理疗:36.40|助浴:27.50|紧急救助:0.00,助餐:1.00|日间照料:1.00|上门护理:0.60|康复理疗:0.60|助浴:0.90|紧急救助:1.00,0.85,0.775,0.775,37117381.02,949000.0,34976209.61,1606000.0,22500.0,36604709.61,1461671.4,0.039931,1,0.0,0.0,15
S4,J,大型,助餐:11.00|日间照料:22.00|上门护理:36.00|康复理疗:30.80|助浴:32.50|紧急救助:0.00,助餐:0.90|日间照料:0.90|上门护理:0.75|康复理疗:0.90|助浴:0.60|紧急救助:1.00,0.841667,0.770833,0.770833,37702217.72,949000.0,35533312.95,1606000.0,22500.0,37161812.95,1489404.77,0.040079,1,0.0,0.0,16
S4,J,大型,助餐:10.00|日间照料:22.00|上门护理:45.00|康复理疗:36.40|助浴:37.50|紧急救助:0.00,助餐:1.00|日间照料:0.90|上门护理:0.60|康复理疗:0.60|助浴:0.60|紧急救助:1.00,0.783333,0.741667,0.741667,36190399.77,949000.0,34079554.59,1606000.0,22500.0,35708054.59,1431345.18,0.040085,1,0.0,0.0,17
S4,J,大型,助餐:12.00|日间照料:20.00|上门护理:39.00|康复理疗:33.60|助浴:50.00|紧急救助:0.00,助餐:0.75|日间照料:1.00|上门护理:0.60|康复理疗:0.75|助浴:0.60|紧急救助:1.00,0.783333,0.741667,0.741667,36458185.87,949000.0,34343849.51,1606000.0,22500.0,35972349.51,1434836.35,0.039887,1,0.0,0.0,18
S4,J,大型,助餐:12.00|日间照料:22.00|上门护理:39.00|康复理疗:36.40|助浴:37.50|紧急救助:0.00,助餐:0.75|日间照料:0.90|上门护理:0.60|康复理疗:0.60|助浴:0.60|紧急救助:1.00,0.741667,0.720833,0.720833,36312470.58,949000.0,34195869.64,1606000.0,22500.0,35824369.64,1437100.94,0.040115,1,0.0,0.0,19
S4,J,大型,助餐:13.00|日间照料:20.00|上门护理:30.00|康复理疗:30.80|助浴:32.50|紧急救助:0.00,助餐:0.60|日间照料:1.00|上门护理:1.00|康复理疗:0.90|助浴:0.60|紧急救助:1.00,0.85,0.775,0.775,38385721.86,949000.0,36188925.56,1606000.0,22500.0,37817425.56,1517296.31,0.040122,1,0.0,0.0,20
S4,J,大型,助餐:10.00|日间照料:22.00|上门护理:30.00|康复理疗:30.80|助浴:25.00|紧急救助:0.00,助餐:1.00|日间照料:0.90|上门护理:1.00|康复理疗:0.90|助浴:1.00|紧急救助:1.00,0.966667,0.833333,0.833333,39861688.17,949000.0,37014039.39,1606000.0,22500.0,38642539.39,2168148.79,0.056108,1,0.0,0.0,21
S4,J,大型,助餐:10.00|日间照料:22.00|上门护理:33.00|康复理疗:28.00|助浴:25.00|紧急救助:0.00,助餐:1.00|日间照料:0.90|上门护理:0.90|康复理疗:1.00|助浴:1.00|紧急救助:1.00,0.966667,0.833333,0.833333,39636465.32,949000.0,36818223.3,1606000.0,22500.0,38446723.3,2138742.02,0.055629,1,0.0,0.0,22
S4,J,大型,助餐:11.00|日间照料:20.00|上门护理:30.00|康复理疗:28.00|助浴:27.50|紧急救助:0.00,助餐:0.90|日间照料:1.00|上门护理:1.00|康复理疗:1.00|助浴:0.90|紧急救助:1.00,0.966667,0.833333,0.833333,39420353.2,949000.0,37277077.53,1606000.0,22500.0,38905577.53,1463775.67,0.037624,1,0.0,0.0,23
S4,J,大型,助餐:11.00|日间照料:20.00|上门护理:30.00|康复理疗:30.80|助浴:25.00|紧急救助:0.00,助餐:0.90|日间照料:1.00|上门护理:1.00|康复理疗:0.90|助浴:1.00|紧急救助:1.00,0.966667,0.833333,0.833333,39722897.45,949000.0,37181834.76,1606000.0,22500.0,38810334.76,1861562.69,0.047966,1,0.0,0.0,24
S4,J,大型,助餐:11.00|日间照料:20.00|上门护理:33.00|康复理疗:28.00|助浴:25.00|紧急救助:0.00,助餐:0.90|日间照料:1.00|上门护理:0.90|康复理疗:1.00|助浴:1.00|紧急救助:1.00,0.966667,0.833333,0.833333,39497674.6,949000.0,36981802.64,1606000.0,22500.0,38610302.64,1836371.96,0.047562,1,0.0,0.0,25
S4,J,大型,助餐:11.00|日间照料:22.00|上门护理:30.00|康复理疗:28.00|助浴:25.00|紧急救助:0.00,助餐:0.90|日间照料:0.90|上门护理:1.00|康复理疗:1.00|助浴:1.00|紧急救助:1.00,0.966667,0.833333,0.833333,40305838.62,949000.0,36912285.88,1606000.0,22500.0,38540785.88,2714052.74,0.07042,1,0.0,0.0,26
S4,J,大型,助餐:10.00|日间照料:20.00|上门护理:30.00|康复理疗:28.00|助浴:30.00|紧急救助:0.00,助餐:1.00|日间照料:1.00|上门护理:1.00|康复理疗:1.00|助浴:0.75|紧急救助:1.00,0.958333,0.829167,0.829167,38462066.77,949000.0,37464285.12,1606000.0,22500.0,39092785.12,318281.65,0.008142,1,0.0,0.0,27
S4,J,大型,助餐:10.00|日间照料:20.00|上门护理:30.00|康复理疗:33.60|助浴:25.00|紧急救助:0.00,助餐:1.00|日间照料:1.00|上门护理:1.00|康复理疗:0.75|助浴:1.00|紧急救助:1.00,0.958333,0.829167,0.829167,39073848.99,949000.0,37279278.6,1606000.0,22500.0,38907778.6,1115070.39,0.028659,1,0.0,0.0,28
S4,J,大型,助餐:10.00|日间照料:20.00|上门护理:36.00|康复理疗:28.00|助浴:25.00|紧急救助:0.00,助餐:1.00|日间照料:1.00|上门护理:0.75|康复理疗:1.00|助浴:1.00|紧急救助:1.00,0.958333,0.829167,0.829167,38634159.79,949000.0,36888062.65,1606000.0,22500.0,38516562.65,1066597.14,0.027692,1,0.0,0.0,29
S4,J,大型,助餐:10.00|日间照料:24.00|上门护理:30.00|康复理疗:28.00|助浴:25.00|紧急救助:0.00,助餐:1.00|日间照料:0.75|上门护理:1.00|康复理疗:1.00|助浴:1.00|紧急救助:1.00,0.958333,0.829167,0.829167,40237309.98,949000.0,36745354.68,1606000.0,22500.0,38373854.68,2812455.31,0.073291,1,0.0,0.0,30
